NOC,Year,Total_Medals,Age,Height,Weight,ID,Prev_Medals
RSA,1932,5,20.25,177.5,65.0,5,3.0
RSA,1936,1,21.0,180.23471,72.74236,1,5.0
RSA,1948,6,25.333334,180.23471,72.74236,6,1.0
RSA,1952,10,22.2,165.0,59.0,10,6.0
RSA,1956,4,21.5,179.5,77.0,4,10.0
RSA,1960,3,22.333334,182.0,73.666664,3,4.0
RSA,1992,2,22.5,171.5,70.0,2,3.0
RSA,1996,5,22.6,170.5,58.5,5,2.0
RSA,2000,5,23.0,186.2,85.6,5,5.0
RSA,2004,6,24.333334,186.83333,79.333336,6,5.0
RSA,2008,1,23.0,190.0,76.0,1,6.0
RSA,2012,6,23.166666,183.83333,76.0,6,1.0
RSA,2016,10,25.9,180.88889,76.77778,10,6.0
RUS,1908,3,32.5,174.42729,91.0,3,0.0
RUS,1912,5,34.4,173.5,73.75,5,3.0
RUS,1952,70,27.971428,176.42857,73.63461,70,5.0
RUS,1956,98,25.65306,171.52942,71.51786,98,70.0
RUS,1960,103,26.475729,171.9903,71.805824,103,98.0
RUS,1964,93,26.88172,173.3871,74.08064,93,103.0
RUS,1968,91,25.857143,174.79121,74.26373,91,93.0
RUS,1972,99,25.58586,174.49495,75.54082,99,91.0
RUS,1976,125,23.968,174.2377,74.90164,125,99.0
RUS,1980,195,24.451283,174.97928,72.57217,195,125.0
RUS,1988,131,24.030535,175.43512,73.78626,131,195.0
RUS,1992,112,23.598215,174.85869,74.396904,112,131.0
RUS,1996,63,24.492064,176.19048,74.14286,63,112.0
RUS,2000,89,25.404495,174.85228,71.85227,89,63.0
RUS,2004,90,26.444445,175.03334,73.255554,90,89.0
RUS,2008,72,25.444445,175.70833,71.361115,72,90.0
RUS,2012,82,24.524391,174.82927,69.987656,82,72.0
RUS,2016,56,24.178572,173.01785,66.875,56,82.0
SCG,1996,4,23.25,180.0,72.75,4,0.0
SCG,2000,3,29.0,186.33333,81.666664,3,4.0
SCG,2004,2,32.0,183.5,80.0,2,3.0
SEN,1988,1,29.0,190.0,72.0,1,0.0
SGP,1960,1,27.0,160.0,69.5,1,0.0
SGP,2008,1,21.0,163.0,55.0,1,1.0
SGP,2012,2,25.0,163.0,55.0,2,1.0
SGP,2016,1,21.0,184.0,74.0,1,2.0
SLO,1992,2,23.0,190.0,89.5,2,0.0
SLO,1996,2,25.0,172.5,62.5,2,2.0
SLO,2000,2,32.5,186.0,80.5,2,2.0
SLO,2004,4,27.25,180.0,76.25,4,2.0
SLO,2008,5,29.6,179.8,86.0,5,4.0
SLO,2012,4,37.75,183.25,84.25,4,5.0
SLO,2016,4,30.5,176.5,77.75,4,4.0
SRB,2008,3,25.0,192.66667,85.666664,3,0.0
SRB,2012,4,25.5,178.0,73.5,4,3.0
SRB,2016,8,25.625,182.875,76.25,8,4.0
SRI,1948,1,30.0,168.0,62.0,1,0.0
SRI,2000,1,24.0,168.0,62.0,1,1.0
SUD,2008,1,23.0,193.0,72.0,1,0.0
SUI,1896,3,30.0,178.15642,74.47255,3,0.0
SUI,1900,9,35.333332,168.0,74.47255,9,3.0
SUI,1904,3,21.666666,180.0,74.47255,3,9.0
SUI,1906,8,37.375,172.66667,74.47255,8,3.0
SUI,1912,1,39.0,178.15642,74.47255,1,8.0
SUI,1920,11,28.4,178.15642,82.0,11,1.0
SUI,1924,25,26.333334,178.5,68.25,25,11.0
SUI,1928,17,28.0,178.15642,74.47255,17,25.0
SUI,1932,1,27.0,178.15642,74.47255,1,17.0
SUI,1936,18,29.166666,168.0,59.0,18,1.0
SUI,1948,22,32.409092,176.0,70.0,22,18.0
SUI,1952,14,30.071428,179.0,76.5,14,22.0
SUI,1956,1,37.0,176.0,71.0,1,14.0
SUI,1960,6,37.5,176.16667,78.166664,6,1.0
SUI,1964,4,37.0,177.5,77.333336,4,6.0
SUI,1968,5,33.4,184.0,80.8,5,4.0
SUI,1972,3,23.333334,180.33333,73.0,3,5.0
SUI,1976,4,26.0,177.25,72.0,4,3.0
SUI,1980,2,23.0,181.0,83.0,2,4.0
SUI,1984,8,30.0,173.75,69.875,8,2.0
SUI,1988,4,33.75,183.75,86.5,4,8.0
SUI,1992,1,21.0,200.0,88.0,1,4.0
SUI,1996,7,28.857143,174.71428,72.14286,7,1.0
SUI,2000,9,31.444445,171.66667,63.555557,9,7.0
SUI,2004,5,26.4,187.8,77.8,5,9.0
SUI,2008,7,28.0,182.14285,77.0,7,5.0
SUI,2012,4,29.0,176.5,68.0,4,7.0
SUI,2016,7,32.285713,172.85715,70.0,7,4.0
SUR,1988,1,20.0,180.0,78.0,1,0.0
SUR,1992,1,24.0,180.0,78.0,1,1.0
SVK,1996,3,22.666666,182.33333,84.0,3,0.0
SVK,2000,5,22.6,174.2,68.8,5,3.0
SVK,2004,6,27.333334,177.33333,74.5,6,5.0
SVK,2008,6,30.666666,174.33333,78.333336,6,6.0
SVK,2012,4,30.0,170.5,67.0,4,6.0
SVK,2016,4,28.75,192.25,82.75,4,4.0
SWE,1900,2,23.0,179.78273,75.51048,2,0.0
SWE,1906,14,24.214285,181.6,76.7,14,2.0
SWE,1908,25,30.92,178.375,76.0,25,14.0
SWE,1912,65,28.507692,178.77777,74.4375,65,25.0
SWE,1920,64,27.671875,177.92857,74.38461,64,65.0
SWE,1924,29,29.965517,174.5,66.6,29,64.0
SWE,1928,25,29.6,177.4,75.6,25,29.0
SWE,1932,24,29.625,180.0,75.0,24,25.0
SWE,1936,21,27.047619,185.0,82.0,21,24.0
SWE,1948,46,31.23913,178.33333,71.875,46,21.0
SWE,1952,35,31.742857,178.7,75.333336,35,46.0
SWE,1956,19,35.68421,174.0,70.42857,19,35.0
SWE,1960,6,33.0,175.16667,69.166664,6,19.0
SWE,1964,8,27.75,178.25,76.0,8,6.0
SWE,1968,4,24.5,182.5,71.0,4,8.0
SWE,1972,16,26.8125,180.6875,78.75,16,4.0
SWE,1976,5,28.8,182.4,71.8,5,16.0
SWE,1980,12,23.916666,180.91667,75.25,12,5.0
SWE,1984,19,26.31579,181.6842,78.42105,19,12.0
SWE,1988,11,25.454546,183.1,77.3,11,19.0
SWE,1992,12,29.333334,183.16667,81.333336,12,11.0
SWE,1996,8,29.875,180.75,83.875,8,12.0
SWE,2000,12,28.083334,182.25,77.75,12,8.0
SWE,2004,7,26.714285,182.42857,70.28571,7,12.0
SWE,2008,5,31.6,176.8,75.8,5,7.0
SWE,2012,8,33.875,184.0,89.0,8,5.0
SWE,2016,11,28.0,175.63637,69.181816,11,8.0
SYR,1984,1,27.0,187.0,82.0,1,0.0
SYR,1996,1,22.0,187.0,63.0,1,1.0
SYR,2004,1,22.0,187.0,81.0,1,1.0
TAN,1980,2,27.0,182.5,66.5,2,0.0
TCH,1920,2,28.0,177.19803,80.70229,2,0.0
TCH,1924,10,26.4,177.19803,67.0,10,2.0
TCH,1928,9,26.555555,174.0,83.0,9,10.0
TCH,1932,6,36.833332,180.75,94.333336,6,9.0
TCH,1936,9,29.444445,170.0,104.0,9,6.0
TCH,1948,11,26.181818,182.0,72.0,11,9.0
TCH,1952,13,27.153847,176.8,69.8,13,11.0
TCH,1956,6,25.166666,175.75,85.0,6,13.0
TCH,1960,8,26.375,174.75,77.75,8,6.0
TCH,1964,14,24.642857,175.21428,75.85714,14,8.0
TCH,1968,13,25.461538,168.61539,71.61539,13,14.0
TCH,1972,8,27.5,177.875,79.25,8,13.0
TCH,1976,8,28.0,181.125,83.0,8,8.0
TCH,1980,14,24.071428,179.14285,83.21429,14,8.0
TCH,1988,8,24.0,180.75,83.0,8,14.0
TCH,1992,7,24.857143,184.0,81.71429,7,8.0
TGA,1996,1,26.0,185.0,140.0,1,0.0
THA,1976,1,18.0,165.0,48.0,1,0.0
THA,1984,1,24.0,167.0,63.0,1,1.0
THA,1988,1,20.0,163.0,54.0,1,1.0
THA,1992,1,22.0,170.0,67.0,1,1.0
THA,1996,2,25.5,167.0,54.0,2,1.0
THA,2000,3,26.0,161.66667,59.666668,3,2.0
THA,2004,8,23.375,160.25,58.625,8,3.0
THA,2008,4,25.5,163.5,54.5,4,8.0
THA,2012,3,25.0,159.33333,52.0,3,4.0
THA,2016,6,20.666666,161.5,54.5,6,3.0
TJK,2008,2,27.5,172.5,78.5,2,0.0
TJK,2012,1,19.0,160.0,60.0,1,2.0
TJK,2016,1,34.0,187.0,120.0,1,1.0
TOG,2008,1,27.0,176.0,73.0,1,0.0
TPE,1960,1,27.0,180.0,80.0,1,0.0
TPE,1968,1,24.0,172.0,62.0,1,1.0
TPE,1984,1,27.0,165.0,56.0,1,1.0
TPE,1992,1,25.0,170.0,90.0,1,1.0
TPE,1996,1,27.0,170.0,60.0,1,1.0
TPE,2000,5,24.2,166.6,61.8,5,1.0
TPE,2004,5,24.0,170.2,59.4,5,5.0
TPE,2008,4,25.25,163.75,59.0,4,5.0
TPE,2012,2,23.0,164.0,55.0,2,4.0
TPE,2016,3,24.333334,160.66667,60.0,3,2.0
TTO,1948,1,23.0,182.0,59.5,1,0.0
TTO,1952,2,26.0,182.0,74.25,2,1.0
TTO,1964,3,22.666666,177.0,72.333336,3,2.0
TTO,1976,1,25.0,187.0,90.0,1,3.0
TTO,1996,2,22.0,176.0,75.0,2,1.0
TTO,2000,2,26.0,176.0,75.0,2,2.0
TTO,2004,1,21.0,196.0,74.0,1,2.0
TTO,2008,2,26.5,180.5,75.0,2,1.0
TTO,2012,4,22.25,180.5,83.5,4,2.0
TTO,2016,1,23.0,183.0,90.0,1,4.0
TUN,1964,2,24.5,169.5,61.5,2,0.0
TUN,1968,2,30.0,172.0,60.0,2,2.0
TUN,1972,1,34.0,172.0,60.0,1,2.0
TUN,1996,1,22.0,177.80556,63.0,1,1.0
TUN,2008,1,24.0,192.0,84.0,1,1.0
TUN,2012,3,28.0,186.0,73.0,3,1.0
TUN,2016,3,24.666666,175.33333,64.666664,3,3.0
TUR,1936,2,23.0,172.76341,79.0,2,0.0
TUR,1948,12,25.75,172.76341,73.0,12,2.0
TUR,1952,3,24.0,190.0,75.36527,3,12.0
TUR,1956,7,24.666666,174.25,73.5,7,3.0
TUR,1960,9,27.285715,173.22223,78.14286,9,7.0
TUR,1964,6,28.6,176.0,80.166664,6,9.0
TUR,1968,2,32.0,174.5,87.5,2,6.0
TUR,1972,1,23.0,168.0,62.0,1,2.0
TUR,1984,3,25.333334,172.0,70.333336,3,1.0
TUR,1988,2,24.5,164.5,72.0,2,3.0
TUR,1992,6,23.166666,172.2,84.4,6,2.0
TUR,1996,6,25.166666,165.83333,76.833336,6,6.0
TUR,2000,5,25.6,166.6,67.8,5,6.0
TUR,2004,11,24.272728,170.54546,76.818184,11,5.0
TUR,2008,7,23.428572,170.0,60.0,7,11.0
TUR,2012,5,21.8,173.8,72.6,5,7.0
TUR,2016,8,26.0,180.0,91.75,8,5.0
UAE,2004,1,40.0,175.0,67.0,1,0.0
UAE,2016,1,29.0,180.0,81.0,1,1.0
UAR,1960,2,27.0,175.70476,72.63659,2,0.0
UGA,1968,2,22.0,161.0,52.5,2,0.0
UGA,1972,2,22.5,175.0,64.0,2,2.0
UGA,1980,1,20.0,175.0,67.0,1,2.0
UGA,1996,1,28.0,180.0,73.0,1,1.0
UGA,2012,1,23.0,172.0,56.0,1,1.0
UKR,1996,23,24.434782,172.22728,71.0,23,0.0
UKR,2000,23,24.0,175.86363,71.045456,23,23.0
UKR,2004,22,25.0,177.0,69.545456,22,23.0
UKR,2008,27,26.222221,173.0,72.85185,27,22.0
UKR,2012,20,25.65,174.15,71.4,20,27.0
UKR,2016,11,24.636364,177.72728,70.63636,11,20.0
URU,1924,1,22.0,179.0,77.0,1,0.0
URU,1928,1,26.0,179.0,77.0,1,1.0
URU,1932,1,23.357143,193.0,70.6,1,1.0
URU,1948,2,23.0,176.66667,70.6,2,1.0
URU,1952,2,25.5,176.66667,70.6,2,2.0
URU,1956,1,19.0,181.0,76.0,1,2.0
URU,1964,1,20.0,159.0,54.0,1,1.0
URU,2000,1,28.0,169.0,69.0,1,1.0
USA,1896,19,23.052631,179.53847,72.27273,19,0.0
USA,1900,54,24.51923,181.65218,74.14286,54,19.0
USA,1904,231,26.70283,177.6923,71.649124,231,54.0
USA,1906,23,24.652174,181.2381,73.0,23,231.0
USA,1908,46,27.152174,180.27026,76.80556,46,23.0
USA,1912,63,26.225807,180.625,78.82927,63,46.0
USA,1920,95,25.957895,176.18033,74.70968,95,63.0
USA,1924,99,24.040403,175.61017,75.13513,99,95.0
USA,1928,56,21.285715,180.27272,75.62069,56,99.0
USA,1932,110,24.718182,178.18182,72.0,110,56.0
USA,1936,57,22.85965,183.14815,74.75,57,110.0
USA,1948,84,24.928572,180.67647,78.4079,84,57.0
USA,1952,76,24.302631,180.11765,78.9434,76,84.0
USA,1956,74,23.5,178.21622,76.804054,74,76.0
USA,1960,71,23.830986,180.83098,78.62676,71,74.0
USA,1964,90,22.655556,178.87778,75.26667,90,71.0
USA,1968,107,21.17757,178.71028,72.57009,107,90.0
USA,1972,94,22.031916,180.69148,75.047874,94,107.0
USA,1976,94,22.457447,180.88298,75.23404,94,94.0
USA,1984,173,23.647398,176.36995,71.23988,173,94.0
USA,1988,94,24.819149,179.46808,73.75532,94,173.0
USA,1992,108,25.185184,177.14954,71.88785,108,94.0
USA,1996,101,25.861385,177.4433,74.02062,101,108.0
USA,2000,91,25.747253,179.15384,75.82417,91,101.0
USA,2004,101,25.059406,177.38614,72.89109,101,91.0
USA,2008,110,24.8,178.76364,75.44037,110,101.0
USA,2012,103,25.563107,178.03883,73.62136,103,110.0
USA,2016,121,25.603306,177.63637,73.95868,121,103.0
UZB,1996,2,22.5,184.0,85.5,2,0.0
UZB,2000,4,23.25,183.5,89.75,4,2.0
UZB,2004,5,23.6,180.8,83.8,5,4.0
UZB,2008,6,25.333334,175.33333,83.333336,6,5.0
UZB,2012,3,28.0,181.33333,87.0,3,6.0
UZB,2016,13,24.307692,171.3077,70.15385,13,3.0
VEN,1952,1,20.0,187.0,70.0,1,0.0
VEN,1960,1,52.0,171.0,60.0,1,1.0
VEN,1968,1,23.0,174.0,60.0,1,1.0
VEN,1976,1,21.0,178.0,67.0,1,1.0
VEN,1980,1,20.0,165.0,54.0,1,1.0
VEN,1984,3,20.0,170.33333,59.0,3,1.0
VEN,2004,2,26.5,171.0,71.5,2,3.0
VEN,2008,1,24.0,155.0,49.0,1,2.0
VEN,2012,1,26.0,175.0,75.0,1,1.0
VEN,2016,3,21.333334,175.0,63.0,3,1.0
VIE,2000,1,26.0,157.0,47.0,1,0.0
VIE,2008,1,23.0,152.0,56.0,1,1.0
VIE,2016,2,41.0,175.0,75.0,2,1.0
WIF,1960,2,26.0,177.5,67.0,2,0.0
YUG,1924,2,25.0,179.19395,78.239655,2,0.0
YUG,1928,5,29.2,179.19395,78.239655,5,2.0
YUG,1936,1,37.0,179.19395,78.239655,1,5.0
YUG,1948,2,26.5,172.0,83.0,2,1.0
YUG,1952,3,26.0,184.0,82.0,3,2.0
YUG,1956,3,28.333334,175.0,58.0,3,3.0
YUG,1960,2,22.5,173.0,73.0,2,3.0
YUG,1964,5,25.0,177.8,82.2,5,2.0
YUG,1968,8,26.75,176.875,78.875,8,5.0
YUG,1972,5,27.4,181.0,84.2,5,8.0
YUG,1976,8,22.875,181.375,77.0,8,5.0
YUG,1980,9,23.88889,187.88889,83.888885,9,8.0
YUG,1984,18,25.666666,180.77777,81.388885,18,9.0
YUG,1988,12,22.916666,181.41667,77.083336,12,18.0
ZAM,1984,1,27.0,183.0,81.0,1,0.0
ZAM,1996,1,27.0,183.0,81.0,1,1.0
ZIM,1980,1,30.0,168.0,65.0,1,0.0
ZIM,2004,3,20.0,176.0,64.0,3,1.0
ZIM,2008,4,24.0,176.0,64.0,4,3.0
