NOC,Year,Total_Medals,Age,Height,Weight,ID,Prev_Medals
GRE,1912,2,23.0,189.0,81.0,2,4.0
GRE,1920,1,26.677654,175.82843,74.5621,1,2.0
GRE,1924,1,45.0,175.82843,74.5621,1,1.0
GRE,1956,1,27.0,192.0,85.0,1,1.0
GRE,1960,1,28.0,160.0,64.0,1,1.0
GRE,1968,1,23.0,172.0,74.0,1,1.0
GRE,1972,2,25.0,177.5,83.0,2,1.0
GRE,1980,3,27.0,171.66667,75.0,3,2.0
GRE,1984,2,25.5,170.0,69.5,2,3.0
GRE,1988,1,31.0,162.0,57.0,1,2.0
GRE,1992,2,23.5,170.0,71.5,2,1.0
GRE,1996,8,25.25,171.0,71.75,8,2.0
GRE,2000,13,25.076923,170.3077,67.46154,13,8.0
GRE,2004,16,27.25,173.4375,69.53125,16,13.0
GRE,2008,4,29.0,183.5,74.125,4,16.0
GRE,2012,2,23.5,173.5,74.5,2,4.0
GRE,2016,6,26.5,176.0,67.166664,6,2.0
GRN,2012,1,19.0,180.0,66.0,1,0.0
GRN,2016,1,23.0,180.0,66.0,1,1.0
GUA,2012,1,21.0,178.0,60.0,1,0.0
GUY,1980,1,22.0,173.0,54.0,1,0.0
HAI,1900,1,27.0,178.0,75.0,1,0.0
HAI,1924,1,27.0,178.0,75.0,1,1.0
HAI,1928,1,27.0,178.0,75.0,1,1.0
HKG,1996,1,25.0,170.0,59.0,1,0.0
HKG,2004,1,28.0,165.0,61.0,1,1.0
HKG,2012,1,25.0,165.0,62.0,1,1.0
HUN,1896,6,21.833334,179.04674,75.404495,6,0.0
HUN,1900,5,18.8,187.0,83.0,5,6.0
HUN,1904,4,22.0,187.0,83.0,4,5.0
HUN,1906,10,22.555555,187.0,83.0,10,4.0
HUN,1908,9,25.666666,181.0,77.5,9,10.0
HUN,1912,8,29.625,185.0,75.404495,8,9.0
HUN,1924,10,33.0,178.0,72.0,10,8.0
HUN,1928,10,29.2,182.66667,71.0,10,10.0
HUN,1932,16,27.8125,182.33333,68.333336,16,10.0
HUN,1936,16,25.6875,171.5,68.0,16,16.0
HUN,1948,27,30.185184,177.6,75.4,27,16.0
HUN,1952,42,26.333334,176.08333,77.166664,42,27.0
HUN,1956,26,27.807692,172.7,67.2,26,42.0
HUN,1960,21,24.952381,176.66667,73.2619,21,26.0
HUN,1964,22,26.5,175.0,78.431816,22,21.0
HUN,1968,32,27.03125,178.71875,77.34375,32,22.0
HUN,1972,35,25.914286,174.54286,71.48572,35,32.0
HUN,1976,22,25.09091,177.59091,75.5,22,35.0
HUN,1980,32,26.09375,176.78125,77.09375,32,22.0
HUN,1988,23,23.043478,179.34782,76.434784,23,32.0
HUN,1992,30,22.933332,178.46666,74.63333,30,23.0
HUN,1996,21,25.666666,178.71428,74.92857,21,30.0
HUN,2000,17,27.352942,176.88235,75.64706,17,21.0
HUN,2004,17,26.470589,180.76471,80.52941,17,17.0
HUN,2008,10,26.1,180.6,78.3,10,17.0
HUN,2012,18,27.166666,176.05556,73.72222,18,10.0
HUN,2016,15,28.666666,177.2,72.2,15,18.0
INA,1988,1,23.0,155.0,50.0,1,0.0
INA,1992,5,23.2,173.0,70.75,5,1.0
INA,1996,4,23.25,166.0,66.0,4,5.0
INA,2000,6,23.833334,159.83333,60.0,6,4.0
INA,2004,4,23.25,167.75,62.25,4,6.0
INA,2008,5,21.4,163.2,63.2,5,4.0
INA,2012,2,23.5,157.5,69.5,2,5.0
INA,2016,3,25.666666,160.0,60.333332,3,2.0
IND,1900,2,24.0,169.64584,63.630955,2,0.0
IND,1928,1,30.0,169.64584,63.630955,1,2.0
IND,1932,1,30.0,172.0,63.630955,1,1.0
IND,1936,1,34.0,172.0,63.630955,1,1.0
IND,1948,1,21.0,162.0,53.0,1,1.0
IND,1952,2,25.0,162.0,53.0,2,1.0
IND,1956,1,29.0,162.0,53.0,1,2.0
IND,1960,1,29.0,168.0,59.0,1,1.0
IND,1964,1,22.0,165.0,61.0,1,1.0
IND,1968,1,30.0,165.0,58.0,1,1.0
IND,1972,1,20.0,171.0,60.0,1,1.0
IND,1980,1,29.0,174.0,68.0,1,1.0
IND,1996,1,23.0,178.0,77.0,1,1.0
IND,2000,1,25.0,163.0,60.0,1,1.0
IND,2004,1,34.0,188.0,85.0,1,1.0
IND,2008,3,24.0,173.66667,70.333336,3,1.0
IND,2012,6,27.333334,168.16667,72.0,6,3.0
IND,2016,2,22.0,170.5,61.5,2,6.0
IOA,1992,3,24.0,174.0,65.666664,3,0.0
IOA,2016,2,50.5,180.5,89.0,2,3.0
IRI,1948,1,29.0,172.80167,60.0,1,0.0
IRI,1952,7,23.857143,180.0,66.333336,7,1.0
IRI,1956,5,28.75,172.33333,68.25,5,7.0
IRI,1960,4,26.25,165.75,61.75,4,5.0
IRI,1964,2,25.0,170.0,65.0,2,4.0
IRI,1968,5,25.6,165.4,62.6,5,2.0
IRI,1972,3,28.0,156.0,51.333332,3,5.0
IRI,1976,2,29.5,164.0,63.0,2,3.0
IRI,1988,1,25.0,170.0,57.0,1,2.0
IRI,1992,3,23.666666,176.66667,75.0,3,1.0
IRI,1996,3,25.666666,181.66667,89.0,3,3.0
IRI,2000,4,22.5,179.75,101.25,4,3.0
IRI,2004,6,26.166666,180.33333,98.333336,6,4.0
IRI,2008,2,30.0,171.0,69.5,2,6.0
IRI,2012,12,24.916666,181.75,95.833336,12,2.0
IRI,2016,8,25.25,177.375,83.75,8,12.0
IRL,1924,2,48.5,173.96944,68.41111,2,0.0
IRL,1928,1,22.0,180.0,98.0,1,2.0
IRL,1932,2,25.5,183.0,86.0,2,1.0
IRL,1948,1,69.0,173.96944,68.41111,1,2.0
IRL,1952,1,19.0,173.96944,68.41111,1,1.0
IRL,1956,5,21.2,184.0,75.0,5,1.0
IRL,1964,1,20.0,170.0,64.0,1,5.0
IRL,1980,2,25.0,169.0,61.5,2,1.0
IRL,1984,1,27.0,175.0,59.0,1,2.0
IRL,1992,2,23.5,167.5,53.5,2,1.0
IRL,1996,4,26.0,160.0,71.0,4,2.0
IRL,2000,1,30.0,175.0,55.0,1,4.0
IRL,2008,3,24.333334,177.33333,68.333336,3,1.0
IRL,2012,5,25.2,168.8,58.6,5,3.0
IRL,2016,2,24.5,178.0,71.0,2,5.0
IRQ,1960,1,26.092573,174.0,67.0,1,0.0
ISL,1956,1,22.0,184.0,82.0,1,0.0
ISL,1984,1,28.0,190.0,95.0,1,1.0
ISL,2000,1,22.0,183.0,72.0,1,1.0
ISL,2008,1,28.0,182.0,80.0,1,1.0
ISR,1992,2,23.5,182.1,80.1,2,0.0
ISR,1996,1,20.0,183.0,68.0,1,2.0
ISR,2000,1,25.0,185.0,89.0,1,1.0
ISR,2004,2,27.5,184.5,84.0,2,1.0
ISR,2008,1,21.0,177.0,68.0,1,2.0
ISR,2016,2,26.0,181.0,91.5,2,1.0
ISV,1988,1,27.0,180.0,90.0,1,0.0
ITA,1900,5,26.0,175.66081,73.885284,5,0.0
ITA,1906,16,22.272728,169.66667,98.0,16,5.0
ITA,1908,4,23.0,173.0,70.0,4,16.0
ITA,1912,8,27.857143,177.33333,70.0,8,4.0
ITA,1920,25,28.08,180.2,69.5,25,8.0
ITA,1924,16,29.875,168.25,74.375,16,25.0
ITA,1928,20,23.75,171.375,66.75,20,16.0
ITA,1932,36,27.0,170.91667,64.75,36,20.0
ITA,1936,27,27.518518,177.58333,71.4,27,36.0
ITA,1948,31,29.32258,177.0,96.333336,31,27.0
ITA,1952,21,28.238094,174.6,72.8,21,31.0
ITA,1956,25,28.44,177.2,80.9,25,21.0
ITA,1960,36,25.416666,174.2,70.92857,36,25.0
ITA,1964,27,24.88889,174.62962,70.55556,27,36.0
ITA,1968,16,25.625,179.25,75.625,16,27.0
ITA,1972,18,27.61111,170.16667,65.888885,18,16.0
ITA,1976,13,25.692308,176.07692,69.53846,13,18.0
ITA,1980,15,27.066668,175.26666,69.333336,15,13.0
ITA,1984,32,25.0625,177.9375,73.625,32,15.0
ITA,1988,14,25.714285,176.35715,68.71429,14,32.0
ITA,1992,19,25.736841,179.38889,74.27778,19,14.0
ITA,1996,35,27.62857,176.85715,71.457146,35,19.0
ITA,2000,34,28.794117,179.52942,77.32353,34,35.0
ITA,2004,32,28.09375,179.15625,75.734375,32,34.0
ITA,2008,27,29.37037,176.7037,72.796295,27,32.0
ITA,2012,28,28.285715,178.14285,76.80357,28,27.0
ITA,2016,28,27.214285,176.39285,73.60714,28,28.0
JAM,1948,3,27.333334,191.0,75.333336,3,0.0
JAM,1952,5,28.8,181.2,68.8,5,3.0
JAM,1968,1,22.0,183.0,79.0,1,5.0
JAM,1972,1,25.0,183.0,79.0,1,1.0
JAM,1976,2,25.0,175.0,70.0,2,1.0
JAM,1980,3,24.0,179.33333,71.333336,3,2.0
JAM,1984,3,23.0,178.33333,68.666664,3,3.0
JAM,1988,2,27.0,185.5,66.5,2,3.0
JAM,1992,4,28.5,168.25,60.5,4,2.0
JAM,1996,6,29.5,175.0,64.833336,6,4.0
JAM,2000,9,26.555555,174.22223,65.22222,9,6.0
JAM,2004,5,25.2,171.8,63.4,5,9.0
JAM,2008,9,23.11111,173.88889,67.77778,9,5.0
JAM,2012,12,23.833334,178.41667,73.25,12,9.0
JAM,2016,11,26.181818,176.0,67.55556,11,12.0
JOR,2016,1,20.0,178.0,68.0,1,0.0
JPN,1920,2,28.5,162.0,59.0,2,0.0
JPN,1924,1,29.0,166.2493,64.016846,1,2.0
JPN,1928,5,22.25,162.0,55.0,5,1.0
JPN,1932,18,20.555555,172.0,64.0,18,5.0
JPN,1936,20,22.45,169.625,59.375,20,18.0
JPN,1952,8,23.5,167.66667,62.333332,8,20.0
JPN,1956,17,23.117647,161.11111,60.444443,17,8.0
JPN,1960,18,24.555555,161.94444,58.833332,18,17.0
JPN,1964,29,24.37931,163.17241,62.827587,29,18.0
JPN,1968,25,24.68,165.0,61.4,25,29.0
JPN,1972,29,24.448277,167.44827,64.27586,29,25.0
JPN,1976,25,25.88,166.44,68.16,25,29.0
JPN,1984,31,26.35484,165.12903,67.22581,31,25.0
JPN,1988,14,24.642857,166.42857,68.35714,14,31.0
JPN,1992,22,23.5,166.31818,67.27273,22,14.0
JPN,1996,14,23.928572,168.5,65.71429,14,22.0
JPN,2000,18,24.222221,167.27777,68.666664,18,14.0
JPN,2004,37,25.054054,167.91891,67.189186,37,18.0
JPN,2008,25,25.6,167.6,69.04,25,37.0
JPN,2012,38,25.105263,169.21053,65.27027,38,25.0
JPN,2016,41,24.463415,168.19513,65.95122,41,38.0
KAZ,1996,11,27.454546,172.66667,69.0,11,0.0
KAZ,2000,7,26.428572,175.85715,71.14286,7,11.0
KAZ,2004,8,24.625,180.375,81.4375,8,7.0
KAZ,2008,13,23.76923,178.23077,85.69231,13,8.0
KAZ,2012,13,26.076923,174.61539,73.0,13,13.0
KAZ,2016,18,25.11111,174.72223,74.44444,18,13.0
KEN,1964,1,24.95913,178.0,71.0,1,0.0
KEN,1968,9,24.0,175.11111,64.666664,9,1.0
KEN,1972,9,27.11111,174.44444,65.77778,9,9.0
KEN,1984,3,23.666666,170.0,59.0,3,9.0
KEN,1988,9,24.0,177.33333,64.77778,9,3.0
KEN,1992,8,24.5,175.25,63.625,8,9.0
KEN,1996,8,25.5,174.5,60.25,8,8.0
KEN,2000,7,25.571428,172.71428,57.857143,7,8.0
KEN,2004,7,23.857143,166.28572,52.57143,7,7.0
KEN,2008,15,23.4,169.85715,54.92857,15,7.0
KEN,2012,11,26.636364,170.72728,55.545456,11,15.0
KEN,2016,13,26.307692,165.58333,56.153847,13,11.0
KGZ,2000,1,23.0,161.0,60.0,1,0.0
KGZ,2008,2,23.0,168.5,63.0,2,1.0
KOR,1948,2,25.5,169.95361,73.5,2,0.0
KOR,1952,2,28.5,169.95361,73.5,2,2.0
KOR,1956,2,28.5,163.0,62.0,2,2.0
KOR,1964,3,23.0,164.66667,64.333336,3,2.0
KOR,1968,2,20.5,162.5,51.0,2,3.0
KOR,1972,1,25.0,175.0,80.0,1,2.0
KOR,1976,6,23.333334,168.83333,69.5,6,1.0
KOR,1984,19,23.052631,169.57895,67.42105,19,6.0
KOR,1988,33,22.575758,171.33333,69.42424,33,19.0
KOR,1992,29,22.172413,168.28572,62.153847,29,33.0
KOR,1996,27,23.814816,172.4,68.066666,27,29.0
KOR,2000,28,24.75,172.5,67.67857,28,27.0
KOR,2004,30,23.266666,172.76666,71.7,30,28.0
KOR,2008,31,24.548388,172.12903,71.22581,31,30.0
KOR,2012,28,26.071428,173.92857,70.78571,28,31.0
KOR,2016,21,26.52381,172.42857,68.04762,21,28.0
KOS,2016,1,25.0,162.0,52.0,1,0.0
KSA,2000,2,27.0,183.0,64.5,2,0.0
KSA,2012,1,40.0,162.0,70.0,1,2.0
KUW,2000,1,33.0,178.0,95.0,1,0.0
KUW,2012,1,45.0,178.0,95.0,1,1.0
LAT,1932,1,27.0,180.0,87.75,1,0.0
LAT,1936,2,27.0,179.5476,87.75,2,1.0
LAT,1992,3,33.666668,177.33333,81.0,3,2.0
LAT,1996,1,35.0,176.0,80.0,1,3.0
LAT,2000,3,24.333334,170.66667,69.0,3,1.0
LAT,2004,4,26.0,178.5,93.0,4,3.0
LAT,2008,3,26.666666,186.33333,115.0,3,4.0
LAT,2012,2,26.0,188.0,88.5,2,3.0
LIB,1952,2,23.0,173.5,87.5,2,0.0
LIB,1972,1,21.0,167.0,75.0,1,2.0
LIB,1980,1,35.0,180.0,100.0,1,1.0
LTU,1992,2,30.0,203.5,114.0,2,0.0
LTU,1996,1,26.0,208.0,120.0,1,2.0
LTU,2000,5,28.2,185.2,88.8,5,1.0
LTU,2004,3,28.333334,188.0,95.333336,3,5.0
LTU,2008,5,31.4,185.0,93.2,5,3.0
LTU,2012,5,23.0,174.2,71.8,5,5.0
LTU,2016,4,26.75,179.0,85.25,4,5.0
LUX,1900,1,22.0,173.0,107.0,1,0.0
LUX,1920,1,26.0,173.0,146.0,1,1.0
LUX,1924,2,32.0,173.0,107.0,2,1.0
LUX,1928,1,37.0,173.0,107.0,1,2.0
LUX,1952,1,25.0,173.0,68.0,1,1.0
MAR,1960,1,31.0,180.0,65.0,1,0.0
MAR,1984,2,23.0,168.5,54.0,2,1.0
MAR,1988,3,26.0,170.33333,57.333332,3,2.0
MAR,1992,3,25.0,174.66667,59.333332,3,3.0
MAR,1996,2,25.0,171.5,61.0,2,3.0
MAR,2000,5,25.8,174.4,60.4,5,2.0
MAR,2004,3,28.0,172.66667,54.333332,3,5.0
MAR,2008,2,33.0,171.0,56.5,2,3.0
MAR,2012,1,25.0,173.0,57.0,1,2.0
MAR,2016,1,23.0,180.0,69.0,1,1.0
MAS,1992,1,24.0,180.0,68.0,1,0.0
MAS,1996,2,31.0,175.0,71.5,2,1.0
MAS,2008,1,25.0,170.0,68.0,1,2.0
MAS,2012,2,24.0,164.5,61.5,2,1.0
MAS,2016,5,28.4,168.2,64.6,5,2.0
MDA,1996,2,28.5,185.0,97.5,2,0.0
MDA,2000,2,28.0,177.0,71.0,2,2.0
MDA,2008,1,25.0,162.0,56.0,1,2.0
MDA,2012,2,21.0,166.5,73.5,2,1.0
MEX,1900,1,38.0,169.19223,61.069416,1,0.0
MEX,1932,2,19.5,175.0,61.069416,2,1.0
MEX,1936,3,28.333334,169.19223,61.069416,3,2.0
MEX,1948,5,29.0,168.0,61.069416,5,3.0
MEX,1952,1,23.0,168.0,61.069416,1,5.0
MEX,1956,2,27.0,168.0,61.069416,2,1.0
MEX,1960,1,19.0,170.0,68.0,1,2.0
MEX,1964,1,20.0,163.0,54.0,1,1.0
MEX,1968,9,23.88889,175.0,67.55556,9,1.0
MEX,1972,1,18.0,160.0,54.0,1,9.0
MEX,1976,2,23.0,170.5,62.5,2,1.0
MEX,1980,4,36.25,169.5,68.5,4,2.0
MEX,1984,6,24.333334,168.5,58.333332,6,4.0
MEX,1988,2,19.5,165.5,58.0,2,6.0
MEX,1992,1,25.0,175.0,63.0,1,2.0
MEX,1996,1,26.0,175.0,62.0,1,1.0
MEX,2000,6,25.833334,170.5,62.5,6,1.0
MEX,2004,4,26.25,170.0,58.5,4,6.0
MEX,2008,3,23.333334,166.66667,58.666668,3,4.0
MEX,2012,7,22.428572,165.28572,59.285713,7,3.0
MEX,2016,5,25.4,171.2,61.2,5,7.0
MGL,1968,4,25.0,168.5,75.75,4,0.0
MGL,1972,1,28.0,183.0,100.0,1,4.0
MGL,1976,1,25.0,168.0,62.0,1,1.0
MGL,1980,4,24.0,167.0,65.25,4,1.0
MGL,1988,1,26.0,174.0,60.0,1,4.0
MGL,1992,2,24.5,169.0,55.5,2,1.0
MGL,1996,1,20.0,162.0,60.0,1,2.0
MGL,2004,1,20.0,171.0,63.0,1,1.0
MGL,2008,4,25.0,172.66667,67.25,4,1.0
MGL,2012,5,25.2,172.8,72.0,5,4.0
MGL,2016,2,26.5,165.0,59.5,2,5.0
MKD,2000,1,26.0,180.0,85.0,1,0.0
MNE,2012,1,25.0,180.0,74.0,1,0.0
MON,1924,1,29.0,175.70476,72.63659,1,0.0
MOZ,1996,1,23.0,165.0,63.0,1,0.0
MOZ,2000,1,27.0,165.0,63.0,1,1.0
MRI,2008,1,30.0,175.0,54.0,1,0.0
NAM,1992,2,24.0,180.0,73.0,2,0.0
NAM,1996,2,28.0,180.0,73.0,2,2.0
NED,1900,7,27.428572,178.00139,60.0,7,0.0
NED,1906,3,29.666666,178.00139,72.82997,3,7.0
NED,1908,2,22.0,178.00139,81.0,2,3.0
NED,1912,3,27.333334,178.00139,72.82997,3,2.0
NED,1920,11,30.454546,178.00139,72.82997,11,3.0
NED,1924,11,28.363636,184.0,72.82997,11,11.0
NED,1928,23,32.304348,174.8,68.0,23,11.0
NED,1932,8,27.875,177.0,72.82997,8,23.0
NED,1936,17,22.941177,173.75,80.0,17,8.0
NED,1948,16,27.4375,174.42857,68.35714,16,17.0
NED,1952,5,23.0,174.0,73.0,5,16.0
NED,1960,3,18.666666,160.0,63.666668,3,5.0
NED,1964,10,23.1,177.6,74.3,10,3.0
NED,1968,7,24.428572,178.14285,71.42857,7,10.0
NED,1972,5,28.2,185.0,86.0,5,7.0
NED,1976,5,23.0,182.0,78.8,5,5.0
NED,1980,3,21.666666,179.0,73.333336,3,5.0
NED,1984,13,22.076923,178.53847,69.30769,13,3.0
NED,1988,9,23.666666,182.0,78.0,9,13.0
NED,1992,15,27.733334,181.66667,75.066666,15,9.0
NED,1996,19,27.947369,181.83333,75.888885,19,15.0
NED,2000,25,28.04,178.6,70.48,25,19.0
NED,2004,22,28.636364,179.18182,71.63636,22,25.0
NED,2008,18,29.11111,179.05556,67.166664,18,22.0
NED,2012,20,28.1,177.8,71.05,20,18.0
NED,2016,19,26.210526,179.63158,72.947365,19,20.0
NGR,1964,1,23.0,170.0,70.0,1,0.0
NGR,1972,1,24.0,174.0,76.0,1,1.0
NGR,1984,2,20.0,167.5,61.0,2,1.0
NGR,1992,4,23.5,177.0,79.75,4,2.0
NGR,1996,6,24.166666,176.5,63.4,6,4.0
NGR,2000,3,23.0,162.66667,66.666664,3,6.0
NGR,2004,2,26.0,180.5,75.0,2,3.0
NGR,2008,4,22.0,178.5,80.75,4,2.0
NGR,2016,1,20.0,172.0,79.0,1,4.0
NIG,1972,1,21.0,163.0,64.0,1,0.0
NIG,2016,1,21.0,207.0,90.0,1,1.0
NOR,1900,5,31.8,180.16641,77.128334,5,0.0
NOR,1904,2,27.5,173.0,77.128334,2,5.0
NOR,1906,2,30.0,180.16641,77.128334,2,2.0
NOR,1908,8,27.75,174.5,77.75,8,2.0
NOR,1912,10,27.5,174.0,72.0,10,8.0
NOR,1920,32,35.0625,183.33333,84.0,32,10.0
NOR,1924,10,33.0,183.5,79.0,10,32.0
NOR,1928,4,31.25,180.0,77.0,4,10.0
NOR,1936,6,26.0,180.0,77.128334,6,4.0
NOR,1948,7,30.714285,180.16641,77.128334,7,6.0
NOR,1952,5,31.0,169.0,67.0,5,7.0
NOR,1956,3,26.666666,182.0,73.0,3,5.0
NOR,1960,1,21.0,182.0,75.0,1,3.0
NOR,1968,2,24.5,185.5,84.0,2,1.0
NOR,1972,4,24.75,184.5,84.25,4,2.0
NOR,1976,2,27.5,187.5,86.5,2,4.0
NOR,1984,3,27.666666,182.33333,70.666664,3,2.0
NOR,1988,5,25.6,178.8,77.8,5,3.0
NOR,1992,7,26.571428,180.0,77.57143,7,5.0
NOR,1996,7,25.142857,186.0,83.42857,7,7.0
NOR,2000,10,31.2,180.5,78.1,10,7.0
NOR,2004,6,26.166666,179.83333,77.0,6,10.0
NOR,2008,9,29.777779,178.11111,77.0,9,6.0
NOR,2012,4,28.25,182.5,73.0,4,9.0
NOR,2016,4,29.5,176.75,68.5,4,4.0
NZL,1900,1,24.0,179.37537,73.23723,1,0.0
NZL,1920,1,30.0,179.37537,73.23723,1,1.0
NZL,1924,1,23.0,171.0,64.0,1,1.0
NZL,1928,1,22.0,172.0,67.0,1,1.0
NZL,1932,1,27.0,179.37537,73.23723,1,1.0
NZL,1936,1,26.0,169.0,61.0,1,1.0
NZL,1952,3,23.0,183.5,73.0,3,1.0
NZL,1956,2,27.0,178.0,64.0,2,3.0
NZL,1960,3,24.666666,174.0,65.0,3,2.0
NZL,1964,5,27.6,178.4,72.6,5,3.0
NZL,1968,3,32.0,181.66667,74.333336,3,5.0
NZL,1972,3,23.666666,188.33333,80.666664,3,3.0
NZL,1976,4,26.25,184.25,73.5,4,3.0
NZL,1984,11,25.454546,181.18182,78.63636,11,4.0
NZL,1988,13,28.384615,180.53847,76.69231,13,11.0
NZL,1992,10,27.7,176.33333,76.71429,10,13.0
NZL,1996,6,29.666666,174.66667,63.666668,6,10.0
NZL,2000,4,32.5,183.75,77.5,4,6.0
NZL,2004,5,27.6,179.2,74.6,5,4.0
NZL,2008,9,26.0,189.44444,85.22222,9,5.0
NZL,2012,13,27.76923,183.92308,81.84615,13,9.0
NZL,2016,18,26.777779,178.94444,81.52941,18,13.0
PAK,1956,1,26.0,172.0,73.0,1,0.0
PAK,1960,2,31.5,168.5,82.0,2,1.0
PAK,1964,1,23.0,181.0,72.0,1,2.0
PAK,1968,1,21.0,162.0,62.0,1,1.0
PAK,1972,1,30.0,150.0,70.0,1,1.0
PAK,1976,1,28.0,176.0,74.0,1,1.0
PAK,1984,1,21.0,170.0,62.0,1,1.0
PAK,1988,1,24.0,168.5,75.0,1,1.0
PAK,1992,1,20.0,168.5,71.25,1,1.0
PAN,1948,2,26.0,185.0,73.0,2,0.0
PAN,2008,1,25.0,183.0,70.0,1,2.0
PAR,2004,1,22.0,179.0,77.0,1,0.0
PER,1948,1,25.0,173.33333,86.333336,1,0.0
PER,1984,1,19.0,176.0,95.0,1,1.0
PER,1988,1,24.0,173.0,70.0,1,1.0
PER,1992,1,37.0,171.0,94.0,1,1.0
PHI,1928,1,25.0,170.0,73.0,1,0.0
PHI,1932,3,24.666666,170.0,73.0,3,1.0
PHI,1936,1,26.0,180.0,68.0,1,3.0
PHI,1964,1,19.0,165.0,57.0,1,1.0
PHI,1988,1,26.0,160.0,48.0,1,1.0
PHI,1992,1,20.0,158.0,48.0,1,1.0
PHI,1996,1,22.0,157.0,48.0,1,1.0
PHI,2016,1,25.0,149.0,53.0,1,1.0
POL,1924,2,28.0,167.5,67.5,2,0.0
POL,1928,7,30.428572,180.33333,72.666664,7,2.0
POL,1932,9,26.777779,174.14285,75.14286,9,7.0
POL,1936,9,32.555557,171.5,67.666664,9,9.0
POL,1948,2,32.0,175.26065,74.10283,2,9.0
POL,1952,4,24.25,173.0,69.0,4,2.0
POL,1956,9,23.444445,171.33333,70.27778,9,4.0
POL,1960,21,25.619047,173.4762,68.21429,21,9.0
POL,1964,23,25.695652,172.30435,67.36957,23,21.0
POL,1968,18,27.88889,172.5,68.52778,18,23.0
POL,1972,21,28.047619,174.61905,73.11905,21,18.0
POL,1976,26,25.961538,176.5,73.28846,26,21.0
POL,1980,32,25.15625,175.53125,72.171875,32,26.0
POL,1988,16,23.875,179.875,77.875,16,32.0
POL,1992,19,25.157894,178.26315,79.10526,19,16.0
POL,1996,17,26.941177,176.70589,73.64706,17,19.0
POL,2000,14,24.428572,173.42857,80.85714,14,17.0
POL,2004,10,24.8,178.7,76.0,10,14.0
POL,2008,10,26.6,181.2,85.7,10,10.0
POL,2012,10,26.8,177.3,85.2,10,10.0
POL,2016,11,29.181818,177.0,78.72727,11,10.0
POR,1924,1,25.0,171.12122,68.63636,1,0.0
POR,1928,1,27.0,171.12122,68.63636,1,1.0
POR,1936,1,30.0,171.12122,68.63636,1,1.0
POR,1948,2,34.0,174.0,89.0,2,1.0
POR,1952,1,28.0,171.12122,68.63636,1,2.0
POR,1960,1,25.0,181.0,105.0,1,1.0
POR,1976,2,34.0,164.5,60.5,2,1.0
POR,1984,3,29.0,166.66667,56.0,3,2.0
POR,1988,1,30.0,157.0,45.0,1,3.0
POR,1996,2,25.5,173.0,61.5,2,1.0
POR,2000,2,27.5,170.5,64.5,2,2.0
POR,2004,3,25.333334,180.66667,70.0,3,2.0
POR,2008,2,23.0,176.0,65.5,2,3.0
POR,2012,1,22.0,178.0,81.0,1,2.0
POR,2016,1,30.0,161.0,57.0,1,1.0
PRK,1972,5,24.8,168.8,62.2,5,0.0
PRK,1976,2,21.0,165.0,53.5,2,5.0
PRK,1980,5,25.0,157.0,53.0,5,2.0
PRK,1992,9,22.11111,161.75,58.5,9,5.0
PRK,1996,5,23.4,159.33333,64.36667,5,9.0
PRK,2000,4,22.0,158.75,54.375,4,5.0
PRK,2004,5,24.2,162.2,60.9,5,4.0
PRK,2008,6,23.333334,159.16667,59.666668,6,5.0
PRK,2012,6,22.833334,156.0,58.333332,6,6.0
PRK,2016,7,24.857143,160.71428,68.28571,7,6.0
PUR,1948,1,19.0,175.91667,66.083336,1,0.0
PUR,1976,1,17.0,158.0,47.0,1,1.0
PUR,1984,2,20.5,180.5,67.5,2,1.0
PUR,1992,1,21.0,176.0,67.0,1,2.0
PUR,1996,1,20.0,182.0,67.0,1,1.0
PUR,2012,2,27.5,189.0,84.0,2,1.0
PUR,2016,1,22.0,170.0,64.0,1,2.0
QAT,1992,1,22.0,175.0,63.0,1,0.0
QAT,2000,1,21.0,176.0,104.5,1,1.0
QAT,2012,2,31.0,184.0,73.5,2,1.0
QAT,2016,1,25.0,190.0,65.0,1,2.0
ROU,1924,1,24.986778,171.40536,68.62746,1,0.0
ROU,1936,1,34.0,171.40536,68.62746,1,1.0
ROU,1952,4,27.75,179.0,79.0,4,1.0
ROU,1956,13,24.615385,165.375,66.5,13,4.0
ROU,1960,10,25.2,170.6,69.4,10,13.0
ROU,1964,12,25.916666,174.58333,74.25,12,10.0
ROU,1968,15,25.533333,173.53334,70.666664,15,12.0
ROU,1972,16,26.5625,175.125,80.875,16,15.0
ROU,1976,27,21.407408,173.46153,71.84615,27,16.0
ROU,1980,25,23.12,173.4,68.12,25,27.0
ROU,1984,52,24.461538,172.42308,73.30769,52,25.0
ROU,1988,24,21.125,165.58333,61.416668,24,52.0
ROU,1992,18,23.166666,178.09091,73.72727,18,24.0
ROU,1996,19,22.157894,165.0,57.944443,19,18.0
ROU,2000,26,24.0,169.5,61.46154,26,19.0
ROU,2004,19,22.578947,166.36842,58.526318,19,26.0
ROU,2008,8,25.5,168.375,59.25,8,19.0
ROU,2012,9,23.666666,161.22223,61.625,9,8.0
ROU,2016,4,29.0,182.25,78.75,4,9.0
RSA,1908,2,24.5,170.0,61.0,2,0.0
RSA,1912,6,29.0,188.0,77.0,6,2.0
RSA,1920,10,27.25,180.0,77.0,10,6.0
RSA,1924,3,23.333334,186.0,76.0,3,10.0
RSA,1928,3,22.666666,186.0,76.0,3,3.0
